,pred,true
2650,CD14+ monocyte,CD14+ monocyte
2651,CD4+ T cell,Cytotoxic T cell
2652,B cell,B cell
2653,CD14+ monocyte,CD14+ monocyte
2654,B cell,B cell
2655,CD14+ monocyte,CD14+ monocyte
2656,CD4+ T cell,CD4+ T cell
2657,CD14+ monocyte,CD14+ monocyte
2658,CD14+ monocyte,CD14+ monocyte
2659,Cytotoxic T cell,Cytotoxic T cell
2660,CD14+ monocyte,CD14+ monocyte
2661,Cytotoxic T cell,Cytotoxic T cell
2662,B cell,B cell
2663,CD14+ monocyte,CD14+ monocyte
2664,Cytotoxic T cell,Cytotoxic T cell
2665,CD4+ T cell,CD4+ T cell
2666,B cell,B cell
2667,CD4+ T cell,Cytotoxic T cell
2668,Cytotoxic T cell,Cytotoxic T cell
2669,CD14+ monocyte,CD14+ monocyte
2670,B cell,B cell
2671,CD14+ monocyte,CD14+ monocyte
2672,Cytotoxic T cell,Cytotoxic T cell
2673,CD4+ T cell,CD14+ monocyte
2674,Cytotoxic T cell,Cytotoxic T cell
2675,Cytotoxic T cell,Cytotoxic T cell
2676,Cytotoxic T cell,Cytotoxic T cell
2677,Megakaryocyte,Megakaryocyte
2678,CD4+ T cell,Cytotoxic T cell
2679,B cell,B cell
2680,CD14+ monocyte,CD14+ monocyte
2681,B cell,B cell
2682,B cell,B cell
2683,CD14+ monocyte,CD14+ monocyte
2684,CD14+ monocyte,CD14+ monocyte
2685,B cell,B cell
2686,Cytotoxic T cell,CD4+ T cell
2687,Cytotoxic T cell,Cytotoxic T cell
2688,Cytotoxic T cell,Cytotoxic T cell
2689,B cell,B cell
2690,CD14+ monocyte,CD14+ monocyte
2691,Cytotoxic T cell,CD14+ monocyte
2692,Cytotoxic T cell,Cytotoxic T cell
2693,CD4+ T cell,Cytotoxic T cell
2694,CD14+ monocyte,CD14+ monocyte
2695,Cytotoxic T cell,Cytotoxic T cell
2696,CD4+ T cell,CD4+ T cell
2697,CD14+ monocyte,CD14+ monocyte
2698,CD14+ monocyte,CD14+ monocyte
2699,B cell,B cell
2700,B cell,B cell
2701,Cytotoxic T cell,CD4+ T cell
2702,CD14+ monocyte,CD14+ monocyte
2703,CD4+ T cell,Cytotoxic T cell
2704,CD14+ monocyte,CD14+ monocyte
2705,Cytotoxic T cell,Cytotoxic T cell
2706,Cytotoxic T cell,Cytotoxic T cell
2707,B cell,B cell
2708,CD14+ monocyte,CD14+ monocyte
2709,Cytotoxic T cell,Cytotoxic T cell
2710,CD14+ monocyte,CD14+ monocyte
2711,Cytotoxic T cell,Cytotoxic T cell
2712,CD14+ monocyte,CD14+ monocyte
2713,CD4+ T cell,CD4+ T cell
2714,B cell,B cell
2715,Cytotoxic T cell,CD4+ T cell
2716,CD14+ monocyte,CD14+ monocyte
2717,CD14+ monocyte,CD14+ monocyte
2718,CD4+ T cell,Cytotoxic T cell
2719,CD14+ monocyte,CD14+ monocyte
2720,CD14+ monocyte,CD14+ monocyte
2721,CD14+ monocyte,CD14+ monocyte
2722,B cell,B cell
2723,CD14+ monocyte,CD14+ monocyte
2724,CD14+ monocyte,CD14+ monocyte
2725,CD4+ T cell,Cytotoxic T cell
2726,Cytotoxic T cell,Cytotoxic T cell
2727,Natural killer cell,Cytotoxic T cell
2728,Natural killer cell,Cytotoxic T cell
2729,CD4+ T cell,Cytotoxic T cell
2730,Cytotoxic T cell,Cytotoxic T cell
2731,CD14+ monocyte,CD14+ monocyte
2732,Cytotoxic T cell,Cytotoxic T cell
2733,B cell,B cell
2734,CD4+ T cell,Cytotoxic T cell
2735,CD4+ T cell,CD4+ T cell
2736,CD14+ monocyte,CD14+ monocyte
2737,CD4+ T cell,CD4+ T cell
2738,CD14+ monocyte,CD14+ monocyte
2739,B cell,B cell
2740,Cytotoxic T cell,Cytotoxic T cell
2741,CD14+ monocyte,CD14+ monocyte
2742,B cell,B cell
2743,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
2744,CD4+ T cell,CD4+ T cell
2745,Natural killer cell,Cytotoxic T cell
2746,CD4+ T cell,CD14+ monocyte
2747,B cell,B cell
2748,CD14+ monocyte,CD14+ monocyte
2749,CD4+ T cell,Cytotoxic T cell
2750,CD14+ monocyte,CD14+ monocyte
2751,CD4+ T cell,CD4+ T cell
2752,CD14+ monocyte,CD14+ monocyte
2753,CD14+ monocyte,CD14+ monocyte
2754,Natural killer cell,Cytotoxic T cell
2755,CD14+ monocyte,CD14+ monocyte
2756,CD4+ T cell,CD4+ T cell
2757,B cell,B cell
2758,CD14+ monocyte,CD14+ monocyte
2759,CD4+ T cell,CD4+ T cell
2760,CD14+ monocyte,CD14+ monocyte
2761,CD14+ monocyte,CD14+ monocyte
2762,CD14+ monocyte,CD14+ monocyte
2763,Dendritic cell,CD14+ monocyte
2764,Cytotoxic T cell,Cytotoxic T cell
2765,CD4+ T cell,CD4+ T cell
2766,CD4+ T cell,CD4+ T cell
2767,B cell,B cell
2768,CD4+ T cell,Cytotoxic T cell
2769,CD14+ monocyte,CD14+ monocyte
2770,B cell,B cell
2771,CD14+ monocyte,CD14+ monocyte
2772,CD14+ monocyte,CD14+ monocyte
2773,Cytotoxic T cell,Cytotoxic T cell
2774,Cytotoxic T cell,Cytotoxic T cell
2775,Cytotoxic T cell,CD14+ monocyte
2776,CD14+ monocyte,CD14+ monocyte
2777,CD14+ monocyte,CD14+ monocyte
2778,CD14+ monocyte,CD14+ monocyte
2779,Cytotoxic T cell,Cytotoxic T cell
2780,CD4+ T cell,Cytotoxic T cell
2781,CD14+ monocyte,CD14+ monocyte
2782,CD4+ T cell,CD4+ T cell
2783,B cell,B cell
2784,CD4+ T cell,Cytotoxic T cell
2785,B cell,B cell
2786,Cytotoxic T cell,Cytotoxic T cell
2787,Cytotoxic T cell,Cytotoxic T cell
2788,Natural killer cell,Cytotoxic T cell
2789,B cell,B cell
2790,CD4+ T cell,Cytotoxic T cell
2791,B cell,B cell
2792,CD4+ T cell,CD4+ T cell
2793,Cytotoxic T cell,Cytotoxic T cell
2794,CD4+ T cell,Cytotoxic T cell
2795,CD4+ T cell,CD4+ T cell
2796,CD14+ monocyte,CD14+ monocyte
2797,CD14+ monocyte,CD14+ monocyte
2798,CD4+ T cell,Cytotoxic T cell
2799,CD14+ monocyte,CD14+ monocyte
2800,CD14+ monocyte,CD14+ monocyte
2801,Cytotoxic T cell,Cytotoxic T cell
2802,CD4+ T cell,CD4+ T cell
2803,B cell,B cell
2804,B cell,B cell
2805,CD14+ monocyte,CD14+ monocyte
2806,Cytotoxic T cell,Cytotoxic T cell
2807,B cell,B cell
2808,Megakaryocyte,Megakaryocyte
2809,CD4+ T cell,CD4+ T cell
2810,CD14+ monocyte,CD14+ monocyte
2811,Megakaryocyte,Megakaryocyte
2812,CD16+ monocyte,CD14+ monocyte
2813,Cytotoxic T cell,Cytotoxic T cell
2814,CD4+ T cell,CD4+ T cell
2815,CD4+ T cell,CD4+ T cell
2816,Cytotoxic T cell,Cytotoxic T cell
2817,CD4+ T cell,CD4+ T cell
2818,Cytotoxic T cell,Cytotoxic T cell
2819,Megakaryocyte,Megakaryocyte
2820,CD14+ monocyte,CD14+ monocyte
2821,CD4+ T cell,Cytotoxic T cell
2822,CD4+ T cell,Cytotoxic T cell
2823,CD14+ monocyte,CD14+ monocyte
2824,CD14+ monocyte,CD14+ monocyte
2825,CD14+ monocyte,CD14+ monocyte
2826,Cytotoxic T cell,Cytotoxic T cell
2827,Cytotoxic T cell,Cytotoxic T cell
2828,Cytotoxic T cell,Cytotoxic T cell
2829,CD4+ T cell,CD4+ T cell
2830,Cytotoxic T cell,Cytotoxic T cell
2831,CD4+ T cell,Cytotoxic T cell
2832,Cytotoxic T cell,CD4+ T cell
2833,CD14+ monocyte,CD14+ monocyte
2834,B cell,B cell
2835,CD4+ T cell,Cytotoxic T cell
2836,B cell,B cell
2837,CD14+ monocyte,CD14+ monocyte
2838,Cytotoxic T cell,Cytotoxic T cell
2839,CD4+ T cell,Cytotoxic T cell
2840,CD4+ T cell,CD4+ T cell
2841,Cytotoxic T cell,Cytotoxic T cell
2842,CD4+ T cell,Cytotoxic T cell
2843,B cell,B cell
2844,Cytotoxic T cell,Cytotoxic T cell
2845,CD14+ monocyte,CD14+ monocyte
2846,Cytotoxic T cell,Cytotoxic T cell
2847,CD14+ monocyte,CD14+ monocyte
2848,CD4+ T cell,CD14+ monocyte
2849,CD14+ monocyte,CD14+ monocyte
2850,B cell,B cell
2851,CD4+ T cell,Cytotoxic T cell
2852,CD14+ monocyte,CD14+ monocyte
2853,CD14+ monocyte,Megakaryocyte
2854,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
2855,Cytotoxic T cell,Cytotoxic T cell
2856,CD14+ monocyte,CD14+ monocyte
2857,CD14+ monocyte,CD14+ monocyte
2858,CD14+ monocyte,CD14+ monocyte
2859,CD4+ T cell,Cytotoxic T cell
2860,CD16+ monocyte,CD14+ monocyte
2861,CD14+ monocyte,CD14+ monocyte
2862,Cytotoxic T cell,Cytotoxic T cell
2863,B cell,B cell
2864,CD4+ T cell,CD4+ T cell
2865,CD14+ monocyte,CD14+ monocyte
2866,CD4+ T cell,CD4+ T cell
2867,Cytotoxic T cell,Cytotoxic T cell
2868,Cytotoxic T cell,Cytotoxic T cell
2869,CD14+ monocyte,CD14+ monocyte
2870,CD4+ T cell,CD4+ T cell
2871,Cytotoxic T cell,Cytotoxic T cell
2872,B cell,B cell
2873,CD4+ T cell,Cytotoxic T cell
2874,B cell,B cell
2875,Cytotoxic T cell,Cytotoxic T cell
2876,B cell,B cell
2877,Megakaryocyte,CD14+ monocyte
2878,CD14+ monocyte,CD14+ monocyte
2879,Cytotoxic T cell,CD4+ T cell
2880,CD14+ monocyte,CD14+ monocyte
2881,CD4+ T cell,Cytotoxic T cell
2882,CD4+ T cell,CD4+ T cell
2883,CD14+ monocyte,CD14+ monocyte
2884,CD14+ monocyte,CD14+ monocyte
2885,CD14+ monocyte,Cytotoxic T cell
2886,CD4+ T cell,CD4+ T cell
2887,CD14+ monocyte,CD14+ monocyte
2888,Cytotoxic T cell,Cytotoxic T cell
2889,CD14+ monocyte,CD14+ monocyte
2890,Cytotoxic T cell,Cytotoxic T cell
2891,Cytotoxic T cell,Cytotoxic T cell
2892,Cytotoxic T cell,Cytotoxic T cell
2893,CD14+ monocyte,CD14+ monocyte
2894,B cell,B cell
2895,CD14+ monocyte,Dendritic cell
2896,Cytotoxic T cell,Cytotoxic T cell
2897,CD4+ T cell,Cytotoxic T cell
2898,B cell,B cell
2899,Cytotoxic T cell,Cytotoxic T cell
2900,CD4+ T cell,CD4+ T cell
2901,CD14+ monocyte,CD14+ monocyte
2902,B cell,B cell
2903,CD4+ T cell,CD4+ T cell
2904,B cell,B cell
2905,CD4+ T cell,CD4+ T cell
2906,CD14+ monocyte,CD14+ monocyte
2907,CD4+ T cell,CD4+ T cell
2908,CD14+ monocyte,CD14+ monocyte
2909,Cytotoxic T cell,CD4+ T cell
2910,CD4+ T cell,Cytotoxic T cell
2911,CD4+ T cell,Cytotoxic T cell
2912,CD4+ T cell,Cytotoxic T cell
2913,CD14+ monocyte,CD14+ monocyte
2914,CD4+ T cell,CD4+ T cell
2915,Cytotoxic T cell,Cytotoxic T cell
2916,CD4+ T cell,Cytotoxic T cell
2917,CD14+ monocyte,CD14+ monocyte
2918,Cytotoxic T cell,Cytotoxic T cell
2919,B cell,B cell
2920,B cell,B cell
2921,Dendritic cell,Dendritic cell
2922,CD14+ monocyte,CD14+ monocyte
2923,CD14+ monocyte,CD14+ monocyte
2924,Cytotoxic T cell,Cytotoxic T cell
2925,Natural killer cell,Cytotoxic T cell
2926,Natural killer cell,Cytotoxic T cell
2927,CD14+ monocyte,CD14+ monocyte
2928,Cytotoxic T cell,Cytotoxic T cell
2929,CD14+ monocyte,CD14+ monocyte
2930,Cytotoxic T cell,Cytotoxic T cell
2931,CD14+ monocyte,CD14+ monocyte
2932,CD14+ monocyte,CD14+ monocyte
2933,CD14+ monocyte,CD14+ monocyte
2934,CD4+ T cell,Cytotoxic T cell
2935,Cytotoxic T cell,Cytotoxic T cell
2936,CD4+ T cell,Cytotoxic T cell
2937,CD4+ T cell,Cytotoxic T cell
2938,Cytotoxic T cell,Cytotoxic T cell
2939,CD4+ T cell,Cytotoxic T cell
2940,Megakaryocyte,Megakaryocyte
2941,B cell,B cell
2942,CD4+ T cell,CD4+ T cell
2943,B cell,B cell
2944,B cell,B cell
2945,CD14+ monocyte,CD14+ monocyte
2946,CD14+ monocyte,CD14+ monocyte
2947,CD4+ T cell,CD4+ T cell
2948,Cytotoxic T cell,Cytotoxic T cell
2949,B cell,B cell
2950,CD4+ T cell,Cytotoxic T cell
2951,Cytotoxic T cell,Cytotoxic T cell
2952,CD4+ T cell,CD4+ T cell
2953,CD4+ T cell,CD4+ T cell
2954,CD14+ monocyte,CD14+ monocyte
2955,Cytotoxic T cell,Cytotoxic T cell
2956,CD14+ monocyte,CD14+ monocyte
2957,B cell,B cell
2958,Cytotoxic T cell,Cytotoxic T cell
2959,CD4+ T cell,Cytotoxic T cell
2960,CD14+ monocyte,CD14+ monocyte
2961,CD4+ T cell,CD4+ T cell
2962,CD4+ T cell,CD4+ T cell
2963,Cytotoxic T cell,Cytotoxic T cell
2964,CD14+ monocyte,CD14+ monocyte
2965,Cytotoxic T cell,Cytotoxic T cell
2966,Cytotoxic T cell,Cytotoxic T cell
2967,CD4+ T cell,Cytotoxic T cell
2968,Cytotoxic T cell,Megakaryocyte
2969,Cytotoxic T cell,Cytotoxic T cell
2970,CD14+ monocyte,CD14+ monocyte
2971,Cytotoxic T cell,CD14+ monocyte
2972,Cytotoxic T cell,Cytotoxic T cell
2973,Cytotoxic T cell,Cytotoxic T cell
2974,CD14+ monocyte,CD14+ monocyte
2975,B cell,B cell
2976,CD4+ T cell,CD4+ T cell
2977,CD4+ T cell,Cytotoxic T cell
2978,Cytotoxic T cell,Cytotoxic T cell
2979,CD14+ monocyte,CD14+ monocyte
2980,CD14+ monocyte,CD14+ monocyte
