,pred,true
711,B cell,B cell
712,B cell,B cell
713,Cytotoxic T cell,Natural killer cell
714,CD4+ T cell,Cytotoxic T cell
715,CD14+ monocyte,CD14+ monocyte
716,CD4+ T cell,CD4+ T cell
717,B cell,B cell
718,B cell,B cell
719,Megakaryocyte,Megakaryocyte
720,CD4+ T cell,CD4+ T cell
721,B cell,B cell
722,CD4+ T cell,CD4+ T cell
723,Cytotoxic T cell,Natural killer cell
724,CD14+ monocyte,Dendritic cell
725,CD4+ T cell,CD4+ T cell
726,CD14+ monocyte,CD14+ monocyte
727,Megakaryocyte,Megakaryocyte
728,CD4+ T cell,CD4+ T cell
729,CD4+ T cell,CD4+ T cell
730,B cell,B cell
731,CD4+ T cell,CD4+ T cell
732,Megakaryocyte,Megakaryocyte
733,Cytotoxic T cell,Cytotoxic T cell
734,CD14+ monocyte,CD14+ monocyte
735,CD4+ T cell,CD4+ T cell
736,Cytotoxic T cell,Cytotoxic T cell
737,Cytotoxic T cell,Cytotoxic T cell
738,CD4+ T cell,Cytotoxic T cell
739,CD14+ monocyte,CD14+ monocyte
740,B cell,B cell
741,Cytotoxic T cell,Natural killer cell
742,CD14+ monocyte,Dendritic cell
743,CD14+ monocyte,Megakaryocyte
744,CD4+ T cell,CD4+ T cell
745,Cytotoxic T cell,Natural killer cell
746,Megakaryocyte,Megakaryocyte
747,CD4+ T cell,CD4+ T cell
748,CD4+ T cell,Cytotoxic T cell
749,Cytotoxic T cell,Natural killer cell
750,CD4+ T cell,CD4+ T cell
751,CD4+ T cell,CD4+ T cell
752,CD4+ T cell,CD4+ T cell
753,B cell,B cell
754,CD4+ T cell,CD4+ T cell
755,B cell,B cell
756,CD4+ T cell,CD4+ T cell
757,CD14+ monocyte,CD14+ monocyte
758,Cytotoxic T cell,Natural killer cell
759,B cell,B cell
760,Cytotoxic T cell,Cytotoxic T cell
761,B cell,B cell
762,B cell,B cell
763,CD14+ monocyte,CD14+ monocyte
764,CD4+ T cell,CD4+ T cell
765,CD14+ monocyte,Dendritic cell
766,Cytotoxic T cell,Cytotoxic T cell
767,B cell,B cell
768,CD14+ monocyte,CD14+ monocyte
769,Megakaryocyte,Megakaryocyte
770,CD14+ monocyte,Dendritic cell
771,CD14+ monocyte,CD16+ monocyte
772,CD14+ monocyte,CD14+ monocyte
773,CD4+ T cell,CD4+ T cell
774,B cell,B cell
775,CD4+ T cell,CD4+ T cell
776,CD14+ monocyte,CD16+ monocyte
777,B cell,B cell
778,CD4+ T cell,Cytotoxic T cell
779,CD4+ T cell,Cytotoxic T cell
780,CD4+ T cell,CD4+ T cell
781,Cytotoxic T cell,Cytotoxic T cell
782,CD14+ monocyte,CD14+ monocyte
783,CD4+ T cell,CD4+ T cell
784,Cytotoxic T cell,Natural killer cell
785,CD4+ T cell,CD4+ T cell
786,CD4+ T cell,CD4+ T cell
787,CD4+ T cell,CD4+ T cell
788,Cytotoxic T cell,Cytotoxic T cell
789,CD14+ monocyte,CD14+ monocyte
790,CD14+ monocyte,CD14+ monocyte
791,Cytotoxic T cell,Cytotoxic T cell
792,B cell,B cell
793,B cell,B cell
794,Cytotoxic T cell,Cytotoxic T cell
795,Cytotoxic T cell,Cytotoxic T cell
796,CD14+ monocyte,CD16+ monocyte
797,CD4+ T cell,Cytotoxic T cell
798,CD4+ T cell,Cytotoxic T cell
799,CD4+ T cell,Cytotoxic T cell
800,B cell,B cell
801,Cytotoxic T cell,Cytotoxic T cell
802,CD14+ monocyte,CD16+ monocyte
803,CD14+ monocyte,CD16+ monocyte
804,B cell,B cell
805,Cytotoxic T cell,Natural killer cell
806,B cell,B cell
807,CD4+ T cell,CD4+ T cell
808,Cytotoxic T cell,Cytotoxic T cell
809,CD4+ T cell,Cytotoxic T cell
810,CD14+ monocyte,CD14+ monocyte
811,Natural killer cell,Cytotoxic T cell
812,CD14+ monocyte,CD14+ monocyte
813,CD14+ monocyte,CD14+ monocyte
814,CD4+ T cell,CD4+ T cell
815,CD4+ T cell,CD4+ T cell
816,CD4+ T cell,CD4+ T cell
817,B cell,B cell
818,CD4+ T cell,CD4+ T cell
819,CD4+ T cell,Cytotoxic T cell
820,Cytotoxic T cell,Cytotoxic T cell
821,Cytotoxic T cell,Cytotoxic T cell
822,Cytotoxic T cell,Cytotoxic T cell
823,CD4+ T cell,CD4+ T cell
824,Megakaryocyte,Megakaryocyte
825,B cell,B cell
826,Cytotoxic T cell,Cytotoxic T cell
827,Cytotoxic T cell,Cytotoxic T cell
828,B cell,B cell
829,B cell,B cell
830,Cytotoxic T cell,Cytotoxic T cell
831,B cell,B cell
832,CD4+ T cell,Cytotoxic T cell
833,B cell,B cell
834,B cell,B cell
835,CD4+ T cell,CD4+ T cell
836,Cytotoxic T cell,Cytotoxic T cell
837,CD4+ T cell,CD4+ T cell
838,CD4+ T cell,CD4+ T cell
839,CD4+ T cell,Cytotoxic T cell
840,CD4+ T cell,CD4+ T cell
841,CD14+ monocyte,CD14+ monocyte
842,CD14+ monocyte,CD14+ monocyte
843,CD4+ T cell,CD4+ T cell
844,CD4+ T cell,CD4+ T cell
845,B cell,B cell
846,B cell,Plasmacytoid dendritic cell
847,CD4+ T cell,Cytotoxic T cell
848,CD4+ T cell,CD4+ T cell
849,Cytotoxic T cell,Cytotoxic T cell
850,CD4+ T cell,CD4+ T cell
851,CD14+ monocyte,CD14+ monocyte
852,CD4+ T cell,Cytotoxic T cell
853,CD4+ T cell,CD4+ T cell
854,Cytotoxic T cell,Cytotoxic T cell
855,CD4+ T cell,CD4+ T cell
856,B cell,B cell
857,B cell,B cell
858,Natural killer cell,Natural killer cell
859,Cytotoxic T cell,Cytotoxic T cell
860,Natural killer cell,Natural killer cell
861,CD4+ T cell,Cytotoxic T cell
862,CD4+ T cell,CD4+ T cell
863,CD4+ T cell,CD4+ T cell
864,CD14+ monocyte,CD14+ monocyte
865,CD14+ monocyte,Dendritic cell
866,Cytotoxic T cell,Natural killer cell
867,CD14+ monocyte,CD14+ monocyte
868,CD4+ T cell,Natural killer cell
869,B cell,B cell
870,CD4+ T cell,Cytotoxic T cell
871,Megakaryocyte,Megakaryocyte
872,B cell,B cell
873,B cell,B cell
874,B cell,B cell
875,Cytotoxic T cell,Cytotoxic T cell
876,Cytotoxic T cell,Cytotoxic T cell
877,B cell,B cell
878,CD4+ T cell,CD4+ T cell
879,B cell,B cell
880,Megakaryocyte,Megakaryocyte
881,Cytotoxic T cell,Cytotoxic T cell
882,Cytotoxic T cell,Cytotoxic T cell
883,B cell,B cell
884,Cytotoxic T cell,Cytotoxic T cell
885,CD4+ T cell,Cytotoxic T cell
886,CD4+ T cell,CD4+ T cell
887,Cytotoxic T cell,Cytotoxic T cell
888,Cytotoxic T cell,Cytotoxic T cell
889,B cell,B cell
890,B cell,B cell
891,B cell,B cell
892,Cytotoxic T cell,Cytotoxic T cell
893,Megakaryocyte,Megakaryocyte
894,CD4+ T cell,CD4+ T cell
895,CD14+ monocyte,Dendritic cell
896,CD14+ monocyte,CD14+ monocyte
897,Cytotoxic T cell,Cytotoxic T cell
898,B cell,B cell
899,CD14+ monocyte,CD16+ monocyte
900,CD4+ T cell,Cytotoxic T cell
901,CD4+ T cell,CD4+ T cell
902,CD4+ T cell,CD4+ T cell
903,Cytotoxic T cell,Cytotoxic T cell
904,B cell,B cell
905,CD4+ T cell,CD4+ T cell
906,Cytotoxic T cell,Cytotoxic T cell
907,CD4+ T cell,Cytotoxic T cell
908,B cell,B cell
909,B cell,B cell
910,Cytotoxic T cell,Cytotoxic T cell
911,CD14+ monocyte,CD14+ monocyte
912,CD14+ monocyte,CD14+ monocyte
913,CD4+ T cell,CD4+ T cell
914,CD4+ T cell,CD4+ T cell
915,B cell,B cell
916,CD4+ T cell,CD4+ T cell
917,CD4+ T cell,CD4+ T cell
918,CD14+ monocyte,CD14+ monocyte
919,CD4+ T cell,CD4+ T cell
920,B cell,B cell
921,CD4+ T cell,CD4+ T cell
922,CD4+ T cell,CD4+ T cell
923,B cell,B cell
924,Cytotoxic T cell,Cytotoxic T cell
925,CD4+ T cell,CD4+ T cell
926,CD14+ monocyte,CD14+ monocyte
927,CD4+ T cell,CD4+ T cell
928,CD4+ T cell,CD4+ T cell
929,CD4+ T cell,CD4+ T cell
930,CD4+ T cell,Plasmacytoid dendritic cell
931,CD4+ T cell,CD4+ T cell
932,B cell,B cell
933,CD14+ monocyte,Dendritic cell
934,B cell,B cell
935,Cytotoxic T cell,Natural killer cell
936,B cell,B cell
937,CD4+ T cell,CD4+ T cell
938,CD4+ T cell,CD4+ T cell
939,B cell,B cell
940,CD4+ T cell,CD4+ T cell
941,Cytotoxic T cell,Natural killer cell
942,CD4+ T cell,CD4+ T cell
943,B cell,B cell
944,Cytotoxic T cell,Cytotoxic T cell
945,Cytotoxic T cell,Cytotoxic T cell
946,Cytotoxic T cell,Cytotoxic T cell
947,CD4+ T cell,CD4+ T cell
948,B cell,B cell
949,Cytotoxic T cell,Cytotoxic T cell
950,B cell,B cell
951,Cytotoxic T cell,Cytotoxic T cell
952,CD4+ T cell,CD4+ T cell
953,CD4+ T cell,Cytotoxic T cell
954,CD14+ monocyte,CD16+ monocyte
955,CD4+ T cell,CD4+ T cell
956,Cytotoxic T cell,Cytotoxic T cell
957,CD14+ monocyte,CD14+ monocyte
958,B cell,B cell
959,CD14+ monocyte,CD14+ monocyte
960,B cell,B cell
961,CD4+ T cell,CD4+ T cell
962,Cytotoxic T cell,Cytotoxic T cell
963,Cytotoxic T cell,Cytotoxic T cell
964,B cell,B cell
965,Cytotoxic T cell,Cytotoxic T cell
966,B cell,B cell
967,Cytotoxic T cell,Cytotoxic T cell
968,CD14+ monocyte,CD14+ monocyte
969,CD4+ T cell,CD4+ T cell
970,CD4+ T cell,CD4+ T cell
971,CD4+ T cell,CD4+ T cell
972,B cell,B cell
973,CD4+ T cell,CD4+ T cell
974,CD14+ monocyte,CD14+ monocyte
975,B cell,B cell
976,B cell,B cell
977,B cell,B cell
978,CD4+ T cell,Cytotoxic T cell
979,CD14+ monocyte,CD14+ monocyte
980,CD14+ monocyte,CD14+ monocyte
981,B cell,B cell
982,CD4+ T cell,CD4+ T cell
983,CD4+ T cell,CD4+ T cell
984,Cytotoxic T cell,Cytotoxic T cell
985,CD4+ T cell,CD4+ T cell
986,CD4+ T cell,Cytotoxic T cell
987,Cytotoxic T cell,Cytotoxic T cell
988,CD4+ T cell,CD4+ T cell
989,Megakaryocyte,Megakaryocyte
990,Megakaryocyte,Megakaryocyte
991,Cytotoxic T cell,Cytotoxic T cell
992,CD14+ monocyte,CD14+ monocyte
993,CD4+ T cell,Cytotoxic T cell
994,CD4+ T cell,CD4+ T cell
995,CD14+ monocyte,CD14+ monocyte
996,CD14+ monocyte,CD14+ monocyte
997,CD14+ monocyte,CD14+ monocyte
998,Cytotoxic T cell,Cytotoxic T cell
999,Cytotoxic T cell,Natural killer cell
1000,CD4+ T cell,CD4+ T cell
1001,CD4+ T cell,CD4+ T cell
1002,CD4+ T cell,CD4+ T cell
1003,B cell,B cell
1004,CD4+ T cell,CD4+ T cell
1005,Cytotoxic T cell,Cytotoxic T cell
1006,Cytotoxic T cell,Natural killer cell
1007,CD4+ T cell,Cytotoxic T cell
1008,B cell,B cell
1009,Cytotoxic T cell,Cytotoxic T cell
1010,CD4+ T cell,Cytotoxic T cell
1011,CD4+ T cell,CD4+ T cell
1012,CD4+ T cell,CD4+ T cell
1013,Cytotoxic T cell,Cytotoxic T cell
1014,CD4+ T cell,CD4+ T cell
1015,CD4+ T cell,Plasmacytoid dendritic cell
1016,CD14+ monocyte,CD14+ monocyte
1017,Cytotoxic T cell,Cytotoxic T cell
1018,B cell,B cell
1019,CD14+ monocyte,CD14+ monocyte
1020,Cytotoxic T cell,Cytotoxic T cell
1021,B cell,B cell
1022,CD4+ T cell,Cytotoxic T cell
1023,CD4+ T cell,CD4+ T cell
1024,Megakaryocyte,Megakaryocyte
1025,B cell,B cell
1026,Cytotoxic T cell,Cytotoxic T cell
1027,CD4+ T cell,CD4+ T cell
1028,CD4+ T cell,Cytotoxic T cell
1029,Megakaryocyte,Megakaryocyte
1030,CD14+ monocyte,Dendritic cell
1031,CD4+ T cell,CD4+ T cell
1032,B cell,B cell
1033,B cell,B cell
1034,CD4+ T cell,Cytotoxic T cell
1035,CD4+ T cell,CD4+ T cell
1036,B cell,B cell
1037,Cytotoxic T cell,Cytotoxic T cell
1038,B cell,B cell
1039,CD14+ monocyte,Dendritic cell
1040,B cell,B cell
1041,CD14+ monocyte,CD14+ monocyte
1042,Cytotoxic T cell,Cytotoxic T cell
1043,Cytotoxic T cell,Cytotoxic T cell
1044,Cytotoxic T cell,Cytotoxic T cell
1045,Cytotoxic T cell,Cytotoxic T cell
1046,CD4+ T cell,CD4+ T cell
1047,CD4+ T cell,CD4+ T cell
1048,B cell,Plasmacytoid dendritic cell
1049,Megakaryocyte,Megakaryocyte
1050,CD14+ monocyte,Dendritic cell
1051,B cell,B cell
1052,Megakaryocyte,Megakaryocyte
1053,B cell,B cell
1054,Cytotoxic T cell,Cytotoxic T cell
1055,Cytotoxic T cell,Cytotoxic T cell
1056,B cell,B cell
1057,B cell,B cell
1058,CD4+ T cell,CD4+ T cell
1059,CD4+ T cell,CD4+ T cell
1060,CD4+ T cell,CD4+ T cell
1061,CD4+ T cell,CD4+ T cell
1062,CD4+ T cell,CD4+ T cell
1063,Cytotoxic T cell,Natural killer cell
1064,Cytotoxic T cell,Natural killer cell
1065,CD4+ T cell,CD4+ T cell
1066,CD14+ monocyte,CD14+ monocyte
1067,CD14+ monocyte,CD14+ monocyte
1068,CD14+ monocyte,CD16+ monocyte
1069,Cytotoxic T cell,Cytotoxic T cell
1070,Cytotoxic T cell,CD4+ T cell
1071,CD4+ T cell,CD4+ T cell
1072,CD4+ T cell,CD4+ T cell
1073,CD4+ T cell,CD4+ T cell
1074,Megakaryocyte,Megakaryocyte
1075,B cell,B cell
1076,Cytotoxic T cell,Cytotoxic T cell
1077,CD4+ T cell,CD4+ T cell
1078,Cytotoxic T cell,Cytotoxic T cell
1079,B cell,B cell
1080,CD4+ T cell,Cytotoxic T cell
1081,Cytotoxic T cell,Cytotoxic T cell
1082,B cell,B cell
1083,B cell,B cell
1084,B cell,B cell
1085,Natural killer cell,Natural killer cell
1086,Cytotoxic T cell,Cytotoxic T cell
1087,B cell,B cell
1088,CD4+ T cell,CD4+ T cell
1089,B cell,B cell
1090,CD4+ T cell,CD4+ T cell
1091,CD4+ T cell,CD4+ T cell
1092,CD4+ T cell,Cytotoxic T cell
1093,B cell,B cell
1094,B cell,B cell
1095,CD14+ monocyte,CD14+ monocyte
1096,Megakaryocyte,Megakaryocyte
1097,Megakaryocyte,Megakaryocyte
1098,CD4+ T cell,Cytotoxic T cell
1099,CD14+ monocyte,CD14+ monocyte
1100,CD4+ T cell,CD4+ T cell
1101,B cell,B cell
1102,CD4+ T cell,CD4+ T cell
1103,CD14+ monocyte,CD14+ monocyte
1104,CD14+ monocyte,Dendritic cell
1105,B cell,B cell
1106,CD4+ T cell,CD4+ T cell
1107,CD4+ T cell,CD4+ T cell
1108,CD14+ monocyte,CD14+ monocyte
1109,Cytotoxic T cell,Cytotoxic T cell
1110,CD4+ T cell,CD4+ T cell
1111,CD4+ T cell,Cytotoxic T cell
1112,Cytotoxic T cell,CD4+ T cell
1113,CD14+ monocyte,CD16+ monocyte
1114,CD14+ monocyte,Dendritic cell
1115,Cytotoxic T cell,Cytotoxic T cell
1116,CD14+ monocyte,CD14+ monocyte
1117,CD4+ T cell,CD4+ T cell
1118,CD4+ T cell,CD4+ T cell
1119,CD14+ monocyte,Plasmacytoid dendritic cell
1120,CD14+ monocyte,CD14+ monocyte
1121,B cell,B cell
1122,Cytotoxic T cell,Natural killer cell
1123,CD4+ T cell,CD4+ T cell
1124,Cytotoxic T cell,Cytotoxic T cell
1125,Cytotoxic T cell,Cytotoxic T cell
1126,CD14+ monocyte,CD14+ monocyte
1127,Cytotoxic T cell,Cytotoxic T cell
1128,CD14+ monocyte,CD14+ monocyte
1129,B cell,B cell
1130,B cell,B cell
1131,Megakaryocyte,Megakaryocyte
1132,CD4+ T cell,CD4+ T cell
1133,B cell,B cell
1134,CD14+ monocyte,CD14+ monocyte
1135,CD4+ T cell,CD4+ T cell
1136,B cell,CD4+ T cell
1137,CD14+ monocyte,CD14+ monocyte
1138,CD14+ monocyte,CD16+ monocyte
1139,B cell,B cell
1140,B cell,B cell
1141,Cytotoxic T cell,Cytotoxic T cell
1142,CD14+ monocyte,Megakaryocyte
1143,B cell,B cell
1144,CD14+ monocyte,CD14+ monocyte
1145,CD14+ monocyte,CD14+ monocyte
1146,CD14+ monocyte,CD16+ monocyte
1147,CD4+ T cell,Cytotoxic T cell
1148,CD4+ T cell,CD4+ T cell
1149,B cell,B cell
1150,Cytotoxic T cell,Cytotoxic T cell
1151,CD14+ monocyte,CD14+ monocyte
1152,CD4+ T cell,Cytotoxic T cell
1153,B cell,B cell
1154,B cell,B cell
1155,CD14+ monocyte,CD16+ monocyte
1156,Cytotoxic T cell,Cytotoxic T cell
1157,CD4+ T cell,CD4+ T cell
1158,B cell,B cell
1159,CD4+ T cell,CD4+ T cell
1160,CD4+ T cell,CD4+ T cell
1161,B cell,B cell
1162,B cell,B cell
1163,CD4+ T cell,Cytotoxic T cell
1164,Cytotoxic T cell,Cytotoxic T cell
1165,CD4+ T cell,CD4+ T cell
1166,CD4+ T cell,CD4+ T cell
1167,Megakaryocyte,Megakaryocyte
1168,Cytotoxic T cell,Cytotoxic T cell
1169,CD4+ T cell,Cytotoxic T cell
1170,Cytotoxic T cell,Cytotoxic T cell
1171,Cytotoxic T cell,Cytotoxic T cell
1172,CD14+ monocyte,CD14+ monocyte
1173,B cell,B cell
1174,Cytotoxic T cell,Natural killer cell
1175,Cytotoxic T cell,Cytotoxic T cell
1176,Cytotoxic T cell,Natural killer cell
1177,CD4+ T cell,CD4+ T cell
1178,CD4+ T cell,CD4+ T cell
1179,CD4+ T cell,CD4+ T cell
1180,CD4+ T cell,CD4+ T cell
1181,CD14+ monocyte,CD14+ monocyte
1182,Cytotoxic T cell,Cytotoxic T cell
1183,Cytotoxic T cell,Cytotoxic T cell
1184,CD14+ monocyte,CD14+ monocyte
1185,CD4+ T cell,Cytotoxic T cell
1186,CD14+ monocyte,Megakaryocyte
1187,B cell,B cell
1188,Cytotoxic T cell,Natural killer cell
1189,Cytotoxic T cell,Cytotoxic T cell
1190,Cytotoxic T cell,Cytotoxic T cell
1191,B cell,B cell
1192,CD4+ T cell,CD4+ T cell
1193,Natural killer cell,Natural killer cell
1194,CD14+ monocyte,CD14+ monocyte
1195,CD4+ T cell,CD4+ T cell
1196,Cytotoxic T cell,Natural killer cell
1197,CD4+ T cell,CD4+ T cell
1198,Cytotoxic T cell,Natural killer cell
1199,Cytotoxic T cell,Cytotoxic T cell
1200,B cell,B cell
1201,Cytotoxic T cell,Cytotoxic T cell
1202,CD14+ monocyte,CD14+ monocyte
1203,CD14+ monocyte,Megakaryocyte
1204,CD4+ T cell,Cytotoxic T cell
1205,Megakaryocyte,Megakaryocyte
1206,CD14+ monocyte,CD14+ monocyte
1207,Cytotoxic T cell,Cytotoxic T cell
1208,CD4+ T cell,Cytotoxic T cell
1209,CD4+ T cell,CD4+ T cell
1210,CD4+ T cell,Cytotoxic T cell
1211,CD14+ monocyte,CD14+ monocyte
1212,Cytotoxic T cell,Cytotoxic T cell
1213,Cytotoxic T cell,Cytotoxic T cell
1214,B cell,B cell
1215,B cell,B cell
1216,Cytotoxic T cell,Natural killer cell
1217,CD4+ T cell,CD4+ T cell
1218,Cytotoxic T cell,Cytotoxic T cell
1219,Cytotoxic T cell,Cytotoxic T cell
1220,CD14+ monocyte,CD14+ monocyte
1221,CD14+ monocyte,CD14+ monocyte
1222,B cell,B cell
1223,Cytotoxic T cell,CD4+ T cell
1224,CD4+ T cell,CD4+ T cell
1225,CD14+ monocyte,CD14+ monocyte
1226,CD4+ T cell,CD4+ T cell
1227,CD14+ monocyte,CD14+ monocyte
1228,CD4+ T cell,CD4+ T cell
1229,CD4+ T cell,CD4+ T cell
1230,Cytotoxic T cell,Cytotoxic T cell
1231,B cell,B cell
1232,CD4+ T cell,CD4+ T cell
1233,Megakaryocyte,Megakaryocyte
1234,CD4+ T cell,Cytotoxic T cell
1235,B cell,B cell
1236,CD4+ T cell,CD4+ T cell
1237,CD14+ monocyte,CD14+ monocyte
1238,B cell,B cell
1239,CD4+ T cell,CD4+ T cell
1240,CD4+ T cell,CD4+ T cell
1241,B cell,B cell
1242,Cytotoxic T cell,Cytotoxic T cell
1243,CD4+ T cell,CD4+ T cell
1244,B cell,B cell
1245,Cytotoxic T cell,Cytotoxic T cell
1246,CD4+ T cell,Cytotoxic T cell
1247,CD4+ T cell,Cytotoxic T cell
1248,CD14+ monocyte,Dendritic cell
1249,CD4+ T cell,CD4+ T cell
1250,Cytotoxic T cell,Natural killer cell
1251,CD4+ T cell,Cytotoxic T cell
1252,CD4+ T cell,CD4+ T cell
1253,B cell,B cell
1254,Cytotoxic T cell,Natural killer cell
1255,Cytotoxic T cell,Cytotoxic T cell
1256,CD14+ monocyte,CD14+ monocyte
1257,B cell,B cell
1258,Cytotoxic T cell,Cytotoxic T cell
1259,CD4+ T cell,CD4+ T cell
1260,CD4+ T cell,CD4+ T cell
1261,CD4+ T cell,CD4+ T cell
1262,Cytotoxic T cell,Natural killer cell
1263,CD14+ monocyte,CD14+ monocyte
1264,CD4+ T cell,CD4+ T cell
1265,CD4+ T cell,CD4+ T cell
1266,Cytotoxic T cell,Natural killer cell
1267,CD4+ T cell,CD4+ T cell
1268,B cell,B cell
1269,CD14+ monocyte,CD14+ monocyte
1270,Natural killer cell,Natural killer cell
1271,CD4+ T cell,Cytotoxic T cell
1272,CD4+ T cell,Cytotoxic T cell
1273,CD4+ T cell,CD4+ T cell
1274,B cell,B cell
1275,Cytotoxic T cell,Megakaryocyte
1276,CD4+ T cell,CD4+ T cell
1277,B cell,B cell
1278,CD4+ T cell,CD4+ T cell
1279,CD4+ T cell,CD4+ T cell
1280,B cell,B cell
1281,Megakaryocyte,Megakaryocyte
1282,Megakaryocyte,Megakaryocyte
1283,CD4+ T cell,CD4+ T cell
1284,Cytotoxic T cell,Cytotoxic T cell
1285,CD14+ monocyte,CD14+ monocyte
1286,Cytotoxic T cell,Cytotoxic T cell
1287,CD14+ monocyte,CD14+ monocyte
1288,CD4+ T cell,CD4+ T cell
1289,B cell,B cell
1290,CD14+ monocyte,CD14+ monocyte
1291,CD4+ T cell,Cytotoxic T cell
1292,CD14+ monocyte,CD14+ monocyte
1293,CD14+ monocyte,CD14+ monocyte
1294,CD4+ T cell,Cytotoxic T cell
1295,CD4+ T cell,CD4+ T cell
1296,CD4+ T cell,Cytotoxic T cell
1297,Cytotoxic T cell,Cytotoxic T cell
1298,Cytotoxic T cell,Cytotoxic T cell
1299,B cell,B cell
1300,CD4+ T cell,Cytotoxic T cell
1301,Cytotoxic T cell,Cytotoxic T cell
1302,CD14+ monocyte,CD14+ monocyte
1303,B cell,B cell
1304,CD4+ T cell,CD4+ T cell
1305,Cytotoxic T cell,Cytotoxic T cell
1306,CD4+ T cell,CD4+ T cell
1307,CD14+ monocyte,Dendritic cell
1308,CD4+ T cell,Cytotoxic T cell
1309,Cytotoxic T cell,Natural killer cell
1310,CD14+ monocyte,CD14+ monocyte
1311,CD4+ T cell,CD4+ T cell
1312,Cytotoxic T cell,Cytotoxic T cell
1313,Megakaryocyte,Megakaryocyte
1314,CD4+ T cell,CD4+ T cell
1315,CD4+ T cell,Natural killer cell
1316,CD4+ T cell,CD4+ T cell
1317,CD4+ T cell,CD4+ T cell
1318,CD4+ T cell,CD4+ T cell
1319,CD14+ monocyte,CD14+ monocyte
1320,CD4+ T cell,Cytotoxic T cell
1321,Cytotoxic T cell,Cytotoxic T cell
1322,CD14+ monocyte,CD14+ monocyte
1323,B cell,B cell
1324,CD4+ T cell,CD4+ T cell
1325,B cell,B cell
1326,CD4+ T cell,Cytotoxic T cell
1327,CD4+ T cell,CD4+ T cell
1328,Cytotoxic T cell,Cytotoxic T cell
1329,CD4+ T cell,CD4+ T cell
1330,CD14+ monocyte,CD14+ monocyte
1331,CD14+ monocyte,CD16+ monocyte
1332,Cytotoxic T cell,Cytotoxic T cell
1333,CD4+ T cell,CD4+ T cell
1334,CD4+ T cell,CD4+ T cell
1335,Cytotoxic T cell,Cytotoxic T cell
1336,Cytotoxic T cell,Cytotoxic T cell
1337,CD4+ T cell,CD4+ T cell
1338,Cytotoxic T cell,Cytotoxic T cell
1339,CD4+ T cell,CD4+ T cell
1340,Cytotoxic T cell,Natural killer cell
1341,Cytotoxic T cell,Cytotoxic T cell
1342,Cytotoxic T cell,Cytotoxic T cell
1343,CD14+ monocyte,CD14+ monocyte
1344,CD4+ T cell,Cytotoxic T cell
1345,CD4+ T cell,Natural killer cell
1346,Cytotoxic T cell,Natural killer cell
1347,Cytotoxic T cell,Cytotoxic T cell
1348,B cell,B cell
1349,CD14+ monocyte,CD14+ monocyte
1350,CD4+ T cell,Cytotoxic T cell
1351,CD14+ monocyte,Dendritic cell
1352,Cytotoxic T cell,Cytotoxic T cell
1353,Cytotoxic T cell,Cytotoxic T cell
1354,Cytotoxic T cell,Cytotoxic T cell
1355,CD14+ monocyte,CD16+ monocyte
1356,CD4+ T cell,Cytotoxic T cell
1357,CD4+ T cell,CD4+ T cell
1358,CD4+ T cell,CD4+ T cell
1359,CD14+ monocyte,CD14+ monocyte
1360,CD4+ T cell,Cytotoxic T cell
1361,CD4+ T cell,CD4+ T cell
1362,CD4+ T cell,CD4+ T cell
1363,CD14+ monocyte,Dendritic cell
1364,CD14+ monocyte,CD14+ monocyte
1365,Cytotoxic T cell,Cytotoxic T cell
1366,CD4+ T cell,CD4+ T cell
1367,CD14+ monocyte,CD14+ monocyte
1368,CD14+ monocyte,Dendritic cell
1369,CD4+ T cell,Cytotoxic T cell
1370,CD14+ monocyte,Dendritic cell
1371,CD4+ T cell,CD4+ T cell
1372,Cytotoxic T cell,Cytotoxic T cell
1373,B cell,B cell
1374,CD4+ T cell,CD4+ T cell
1375,CD14+ monocyte,CD14+ monocyte
1376,B cell,B cell
1377,CD4+ T cell,CD4+ T cell
1378,Megakaryocyte,Megakaryocyte
1379,B cell,B cell
1380,Cytotoxic T cell,Cytotoxic T cell
1381,CD14+ monocyte,CD14+ monocyte
1382,Cytotoxic T cell,Cytotoxic T cell
1383,B cell,B cell
1384,CD4+ T cell,CD4+ T cell
1385,CD14+ monocyte,CD14+ monocyte
1386,Cytotoxic T cell,Cytotoxic T cell
1387,CD4+ T cell,Cytotoxic T cell
1388,CD4+ T cell,CD4+ T cell
1389,Cytotoxic T cell,Cytotoxic T cell
1390,CD4+ T cell,CD4+ T cell
1391,Cytotoxic T cell,Natural killer cell
1392,Cytotoxic T cell,Cytotoxic T cell
1393,B cell,B cell
1394,Cytotoxic T cell,Cytotoxic T cell
1395,Cytotoxic T cell,Natural killer cell
1396,Cytotoxic T cell,Natural killer cell
1397,CD4+ T cell,CD4+ T cell
1398,CD4+ T cell,CD4+ T cell
1399,CD4+ T cell,CD4+ T cell
1400,Cytotoxic T cell,Natural killer cell
1401,Megakaryocyte,Megakaryocyte
1402,B cell,B cell
1403,Cytotoxic T cell,Cytotoxic T cell
1404,CD4+ T cell,CD4+ T cell
1405,B cell,B cell
1406,CD4+ T cell,Cytotoxic T cell
1407,Cytotoxic T cell,Cytotoxic T cell
1408,Cytotoxic T cell,Natural killer cell
1409,CD4+ T cell,Cytotoxic T cell
1410,Megakaryocyte,Megakaryocyte
1411,Cytotoxic T cell,Cytotoxic T cell
